;;;(oC);(%);(m/s);(oC);;(%);;(m/s);;(oC);;(%);;(mm);(MJ/m2.d);;;;
ANO;MES;DIA;TMED;URMED;VentoMED;TMAX;TMAX_hora;URMAX;URMAX_hora;VentoMAX;VentoMAX_hora;TMIN;TMIN_hora;URMIN;URMIN_hora;Chuva;Rad.Glob.;Estiagem;Semestre;ElNino;Estacao
2004;6;24;17,1;87,5;0,6;26,7;1437;100;604;7;1504;9,3;552;52,2;1439;0;11,2;8;1;-2;Inverno
2004;6;25;18,5;91,2;0,4;24,9;1454;100;243;6,2;1811;13,7;234;61;1454;1,7;6;0;1;-2;Inverno
2004;6;26;20,5;84,5;0,6;27;1417;100;710;5,5;1126;15,5;2316;50,5;1418;0;12;12;1;-2;Inverno
2004;6;27;19,6;82,5;0,8;27,7;1446;100;640;5,5;1321;13,2;635;45,2;1529;0;12,1;12;1;-2;Inverno
2004;6;28;20,5;82,8;0,5;27,2;1436;100;720;4,7;1442;15,1;711;53,1;1514;0;11,7;12;1;-2;Inverno
2004;6;29;20;82,8;0,6;27,8;1443;100;710;5,5;1103;14,1;705;43,1;1504;0;11,7;12;1;-2;Inverno
2004;6;30;19,3;83,3;0,7;26,5;1529;100;715;5,5;1054;12,3;703;48,9;1401;0;13,6;12;1;-2;Inverno
2004;7;1;19,4;83,4;0,7;27,3;1507;100;701;5,5;1135;12,5;610;48,7;1513;0;13,2;12;2;-1;Inverno
2004;7;2;18,8;86,8;0,6;26,4;1431;100;428;4,7;1240;12,8;720;54,6;1410;0;11,5;12;2;-1;Inverno
2004;7;3;19,6;84,8;0,8;28,6;1523;100;618;4,7;1216;12,8;509;43,7;1524;0;13,2;12;2;-1;Inverno
2004;7;4;19,9;83,3;0,6;27,6;1532;100;616;3,2;815;13;606;46,8;1510;0;12,4;12;2;-1;Inverno
2004;7;5;18,2;95,3;0,7;24,4;1418;100;754;4,7;1632;12,9;609;65,8;1529;0,1;7,6;12;2;-1;Inverno
2004;7;6;18,7;89,7;0,5;26;1452;100;735;4;214;12,7;719;55,7;1550;0;12,4;12;2;-1;Inverno
2004;7;7;19,3;82;0,8;27,9;1353;100;801;7,7;1448;12,3;711;43,5;1442;0,1;11,8;12;2;-1;Inverno
2004;7;8;19,4;83,7;1,4;27,1;1244;100;2353;9,2;1848;13,4;505;51,2;1308;3,1;9,5;0;2;-1;Inverno
2004;7;9;18,3;98,5;0,4;21,8;1328;100;702;6,2;1347;16,2;653;79,3;1329;4;4,6;0;2;-1;Inverno
2004;7;10;16,1;100;0,5;17,4;1730;100;655;6,2;1138;12,8;600;97,2;3;27,9;2,5;0;2;-1;Inverno
2004;7;11;15,1;94,1;2;18,9;1418;100;338;7,7;1126;9,8;2357;73,2;1246;0,1;6,7;6;2;-1;Inverno
2004;7;12;16,2;88,7;0,8;23,9;1501;100;2358;5,5;837;9,8;0;62,1;1426;0;13,2;6;2;-1;Inverno
2004;7;13;18,5;89;0,8;26,1;1506;100;725;7;1159;12,6;724;59,9;1632;0;13,2;6;2;-1;Inverno
2004;7;14;19,7;84,2;0,9;27,2;1451;100;623;7;1058;13,2;617;47,3;1511;0;13,7;6;2;-1;Inverno
2004;7;15;21;80;1,2;28,1;1602;100;631;7,7;2250;14,3;722;45,8;1420;0;14;6;2;-1;Inverno
2004;7;16;20;86,3;0,9;26,9;1352;100;720;7,7;2031;13,8;629;56;1345;0;12;6;2;-1;Inverno
2004;7;17;16;93;1,9;19;1439;100;152;8,5;1535;13,8;2340;79,1;1427;4,9;4,7;0;2;-1;Inverno
2004;7;18;15,6;89,4;2,4;20,3;1235;100;612;10,7;1705;11,9;552;69,7;1306;0,1;6,5;1;2;-1;Inverno
2004;7;19;14,1;100;2,7;15,3;118;100;1106;9,2;1638;13,4;514;88,3;117;36,7;1,4;0;2;-1;Inverno
2004;7;20;15;90,8;2,8;18,6;1516;100;741;11,5;1037;12,9;2354;70;1640;0;6,6;56;2;-1;Inverno
2004;7;21;14,9;78;3,2;20,3;1335;100;647;9,2;1026;11,1;606;45,2;1544;0;13,8;56;2;-1;Inverno
2004;7;22;13,9;82;2,5;19,9;1415;99,3;712;9,2;1538;8,9;709;54;1248;0;13,8;56;2;-1;Inverno
2004;7;23;13,9;77,5;2,1;20,8;1351;100;651;7,7;1057;7,8;640;39,7;1428;0;15,2;56;2;-1;Inverno
2004;7;24;13,6;76,5;1,1;21;1520;100;651;6,2;1933;6,3;719;35;1624;0;15,6;56;2;-1;Inverno
2004;7;25;13,7;80,9;1,5;21,5;1437;100;726;7,7;1921;5,7;656;42;1605;0,1;15;56;2;-1;Inverno
2004;7;26;13,5;81,4;1,1;21,7;1523;100;730;7,7;2022;5,2;723;42,8;1351;0;15;56;2;-1;Inverno
2004;7;27;13,9;81,4;1;22,4;1617;100;829;5,5;2307;6,3;743;38,5;1605;0,1;14,7;56;2;-1;Inverno
2004;7;28;14,9;81;0,9;22,8;1526;100;540;6,2;1430;6,7;641;42,1;1436;0,1;15,4;56;2;-1;Inverno
2004;7;29;15,1;81,1;1;22,7;1425;100;643;6,2;1052;7,2;632;45,8;1425;0,1;14,5;56;2;-1;Inverno
2004;7;30;16,4;80,7;1;23,4;1534;100;659;6,2;1306;9,2;627;46,5;1344;0;11;56;2;-1;Inverno
2004;7;31;18;72,1;1,2;25,6;1523;100;702;8,5;1528;10,3;649;35,4;1526;0;12,9;56;2;-1;Inverno
2004;8;1;16,6;70,2;1,2;24;1516;100;657;7;1323;8,7;2359;31,6;1649;0;15,7;56;2;-1;Inverno
2004;8;2;15,5;73,3;0,9;25,6;1419;100;640;4;605;5,3;630;35,4;1144;0;12,3;56;2;-1;Inverno
2004;8;3;19,1;73,9;1;28,8;1515;100;530;7;1249;10,3;545;36,5;1630;0;14,6;56;2;-1;Inverno
2004;8;4;19,3;81,4;1,1;27,1;1517;100;713;7,7;1936;11,9;436;37,3;1553;0,1;15,1;56;2;-1;Inverno
2004;8;5;18,7;71;1;26,9;1520;100;726;6,2;1152;10,8;724;31,9;1545;0,1;15,9;56;2;-1;Inverno
2004;8;6;17,8;72,3;1;26,6;1524;98,5;339;6,2;1113;9,7;338;40,2;1523;0;15,8;56;2;-1;Inverno
2004;8;7;18,9;70,3;1,1;26,7;1455;100;717;7;1411;12;716;30,5;1410;0;15,3;56;2;-1;Inverno
2004;8;8;15,5;83,7;2,3;22,5;1409;100;247;10;1629;9,7;2359;57,7;1411;0;13,1;56;2;-1;Inverno
2004;8;9;13,6;70,3;1,8;22,3;1519;99,3;634;8,5;1835;5,9;633;29,6;1541;0;16,9;56;2;-1;Inverno
2004;8;10;15,1;75,8;1,1;23,7;1435;100;623;5,5;1045;6,2;611;37,4;1501;0;16,3;56;2;-1;Inverno
2004;8;11;15,1;79,6;1,1;23,6;1535;100;648;7;2041;7,2;724;38,9;1650;0;16,2;56;2;-1;Inverno
2004;8;12;15,2;74,9;2,7;22,2;1403;100;648;11,5;1141;8,8;645;41,9;1434;0;16,4;56;2;-1;Inverno
2004;8;13;15,8;66,8;2,4;22,8;1529;97,2;643;9,2;959;8,8;645;34,8;1523;0;17,2;56;2;-1;Inverno
2004;8;14;15,9;71,1;1,5;23,6;1533;100;622;8,5;941;7,9;620;36,3;1440;0;17,3;56;2;-1;Inverno
2004;8;15;16,7;67,2;1,3;24,5;1337;100;651;7;4;8,2;643;34,6;1253;0;17,4;56;2;-1;Inverno
2004;8;16;13,6;70,3;1,8;22,3;1519;99,3;634;8,5;1835;5,9;633;29,6;1541;0;16,9;56;2;-1;Inverno
2004;8;17;15,1;75,8;1,1;23,7;1435;100;623;5,5;1045;6,2;611;37,4;1501;0;16,3;56;2;-1;Inverno
2004;8;18;15,1;79,6;1,1;23,6;1535;100;648;7;2041;7,2;724;38,9;1650;0;16,2;56;2;-1;Inverno
2004;8;19;15,2;74,9;2,7;22,2;1403;100;648;11,5;1141;8,8;645;41,9;1434;0;16,4;56;2;-1;Inverno
2004;8;20;15,8;66,8;2,4;22,8;1529;97,2;643;9,2;959;8,8;645;34,8;1523;0;17,2;56;2;-1;Inverno
2004;8;21;15,9;71,1;1,5;23,6;1533;100;622;8,5;941;7,9;620;36,3;1440;0;17,3;56;2;-1;Inverno
2004;8;22;16,7;67,2;1,3;24,5;1337;100;651;7;4;8,2;643;34,6;1253;0;17,4;56;2;-1;Inverno
2004;8;23;22,5;66,9;1,1;31,7;1535;100;706;9,2;1455;13,7;642;22,2;1541;0;16,8;56;2;-1;Inverno
2004;8;24;21,2;75,6;1,2;28,8;1540;100;651;7;1012;14,7;515;45,1;1544;0,1;16,3;56;2;-1;Inverno
2004;8;25;21,1;73;0,5;31,9;1556;100;647;4;1301;12,7;636;27;1611;0;16,1;56;2;-1;Inverno
2004;8;26;21,3;76,5;1,7;30,3;1347;100;649;7,7;1626;14,9;647;37,5;1330;0;15,1;56;2;-1;Inverno
2004;8;27;18,8;88,4;1,2;26,2;1422;100;622;8,5;1525;13,3;607;59,4;1351;0;8,6;56;2;-1;Inverno
2004;8;28;20;89,5;1,1;25,4;1152;100;626;8,5;1202;15,9;614;63,5;1217;0,1;7,3;56;2;-1;Inverno
2004;8;29;20,3;66,8;1,4;26,9;1531;100;439;6,2;1410;13,6;2309;30,4;1554;0;19;56;2;-1;Inverno
2004;8;30;20,1;61,7;1,2;29,8;1513;100;611;7,7;1342;10,1;602;24,7;1515;0;19,6;56;2;-1;Inverno
2004;8;31;21,3;55,4;1,3;30,8;1614;94,8;636;7,7;2020;11,3;649;17,3;1611;0;20;56;2;-1;Inverno
2004;9;1;22,2;61,5;0,7;33;1628;100;633;5,5;1143;11,1;627;22,5;1432;0;20,4;56;2;-1;Inverno
2004;9;2;23,6;57;1,4;33,2;1356;97,1;546;7,7;1038;13,5;610;23,8;1510;0;20,4;56;2;-1;Inverno
2004;9;3;22,8;58,3;1,4;32,2;1439;91,6;348;9,2;1751;14,8;607;23,6;1501;0;19;56;2;-1;Inverno
2004;9;4;21,6;67,9;1,8;28,9;1459;92,9;639;10,7;1213;15,4;637;36,7;1517;0;20,1;56;2;-1;Inverno
2004;9;5;22,5;69,2;0,8;31,6;1531;100;634;4,7;1441;13,9;628;31,5;1610;0;20,2;56;2;-1;Inverno
2004;9;6;23,9;57,9;1,2;33,9;1540;100;624;7;1544;13,7;618;20,3;1450;0;21;56;2;-1;Inverno
2004;9;7;24;54,8;1,2;34,1;1554;95,3;508;7;1121;13,8;605;20,4;1527;0;20,6;56;2;-1;Inverno
2004;9;8;24,8;49;1;34,2;1513;90,1;607;6,2;2121;14,7;610;18,5;1228;0;20,8;56;2;-1;Inverno
2004;9;9;24,9;45,8;1,1;34,6;1547;94;610;7,7;2043;14,1;630;16,6;1542;0;21,2;56;2;-1;Inverno
2004;9;10;23,4;52,7;1,3;33,5;1422;90,6;2359;8,5;1932;14,1;626;16,5;1455;0;21,5;56;2;-1;Inverno
2004;9;11;20,6;73,8;2,1;29,5;1515;100;539;10;1903;13,4;526;35,3;1516;0;21,1;56;2;-1;Inverno
2004;9;12;20,4;74,6;4;25,6;1441;88,8;550;11,5;1002;17,7;2354;54,6;1440;0;17,4;56;2;-1;Inverno
2004;9;13;22,2;65;1,5;29,9;1442;97,6;612;7,7;1227;15,4;610;33,1;1606;0;19,8;56;2;-1;Inverno
2004;9;14;23,2;55,6;1,8;31,5;1423;82,5;244;9,2;937;15,2;601;30,3;1605;0,2;15,4;0;2;-1;Inverno
2004;9;15;21,4;62,5;1,2;27,5;1414;100;607;6,2;1427;15,8;602;33;1509;0;17;3;2;-1;Inverno
2004;9;16;19,5;62,6;0,9;26,6;1434;94,9;640;7;2058;12,5;536;32;1456;0;14,5;3;2;-1;Inverno
2004;9;17;19;78,6;1,2;24,8;1450;99,7;631;5,5;1146;13,3;626;51,6;1533;0;12,2;3;2;-1;Inverno
2004;9;18;20,6;84,2;1,4;29;1507;100;2132;18,2;1606;16,8;2309;43;1509;6,6;16,9;0;2;-1;Inverno
2004;9;19;21,4;80,8;0,6;29,1;1454;100;623;7;1122;14;555;45,5;1449;0,1;21,3;10;2;-1;Inverno
2004;9;20;23,9;65,6;0,9;32,6;1530;100;615;7,7;2129;14,8;612;26,9;1547;0;22,3;10;2;-1;Inverno
2004;9;21;25,2;61,2;1;33,8;1458;100;629;6,2;1027;17;621;23,8;1418;0;22,1;10;2;-1;Inverno
2004;9;22;25,6;55,8;1,2;33,9;1512;95,8;622;6,2;938;16,5;622;25;1305;0;22,5;10;2;-1;Inverno
2004;9;23;25,4;61,7;1,1;34,4;1447;95;551;6,2;419;17,7;547;23,3;1630;0;21,2;10;2;-1;Primavera
2004;9;24;25,9;61,5;1,1;35,6;1458;100;629;7,7;1444;16,8;622;21,2;1624;0;22;10;2;-1;Primavera
2004;9;25;25,6;65,9;1,3;35,4;1408;94,4;646;9,2;1809;18,6;524;26,6;1351;0;20,9;10;2;-1;Primavera
2004;9;26;26,4;62,7;0,9;36,5;1529;100;621;7;1059;17,1;615;26,1;1515;0;21,8;10;2;-1;Primavera
2004;9;27;27,8;55,3;1,6;36,3;1421;89,3;533;9,2;2223;20,7;609;23,7;1422;0;22,7;10;2;-1;Primavera
2004;9;28;27,4;49,6;1,8;36,5;1336;100;600;10,7;1244;17,4;556;14,2;1601;0;24,1;10;2;-1;Primavera
2004;9;29;22,8;70,5;2,1;29,1;1319;100;607;10;1929;17,4;539;33;44;0,2;13,9;0;2;-1;Primavera
2004;9;30;18,8;75,5;4,3;23,2;1338;92,7;7;13;1039;16,4;2250;55,2;1339;0;16,9;1;2;-1;Primavera
2004;10;1;17,1;95,2;0,9;18,9;1733;100;2351;7,7;606;16,1;954;82,5;110;2,2;3,3;0;2;-1;Primavera
2004;10;2;18,1;100;0,5;21,7;1105;100;640;4,7;1324;15,7;159;84,5;1024;7,3;5,6;0;2;-1;Primavera
2004;10;3;17,5;100;0,8;18,2;828;100;224;6,2;2126;16,8;711;94,1;2135;8,6;3,2;0;2;-1;Primavera
2004;10;4;20,2;78,8;1,5;27,3;1539;100;600;7;2000;14,3;549;45;1603;0;18;6;2;-1;Primavera
2004;10;5;20,4;75,9;1,3;28,1;1504;100;526;7,7;1845;14,2;450;36,8;1609;0;23,8;6;2;-1;Primavera
2004;10;6;18;75,1;3;24,4;1551;98,9;252;12,2;1946;13,2;2359;40,4;1543;0;20,1;6;2;-1;Primavera
2004;10;7;16,9;68,3;3,1;24,6;1556;98,9;509;9,2;941;9,6;604;34,7;1558;0;26,2;6;2;-1;Primavera
2004;10;8;19,1;56,4;1,8;28,4;1702;94,5;611;7,7;756;9,9;548;17,4;1703;0;26,8;6;2;-1;Primavera
2004;10;9;22,2;58;0,7;33,5;1706;100;506;5,5;1454;10,9;458;16;1447;0;25,8;6;2;-1;Primavera
2004;10;10;22,6;68,7;2,4;33,6;1251;100;2127;13;1833;15,9;613;32,7;1202;19,4;14,7;0;2;-1;Primavera
2004;10;11;22,2;88,7;0,6;28;1521;100;705;6,2;1249;17,5;118;63,1;1656;0,3;13,2;0;2;-1;Primavera
2004;10;12;22,8;87,5;1,1;27,9;1448;100;2317;6,2;1410;18,8;600;63,1;1401;1,5;14,8;0;2;-1;Primavera
2004;10;13;23,3;90,4;1,5;29,4;1410;100;2316;13,7;1820;19,9;524;60,7;1506;20,1;11,6;0;2;-1;Primavera
2004;10;14;22,6;94,8;1;26,9;1707;100;627;7;2054;19,5;2357;72,8;1709;2,9;12,2;0;2;-1;Primavera
2004;10;15;20,4;99,6;1,3;22,2;1040;100;2100;7,7;53;19,1;208;88,2;953;8,1;4,9;0;2;-1;Primavera
2004;10;16;25;83,5;1,3;32;1517;100;555;8,5;938;19;351;53,3;1522;11,4;20;0;2;-1;Primavera
2004;10;17;20,9;93,1;0,8;23,6;3;100;714;19;631;16,5;711;74,3;1440;15,8;9;0;2;-1;Primavera
2004;10;18;22,6;88,7;0,6;28,3;1427;100;43;4,7;1427;18,7;616;60,7;1406;0;13,5;1;2;-1;Primavera
2004;10;19;21;91,7;2,1;26,8;1400;100;541;10;1818;16,3;2358;69,8;1401;10,5;14,3;0;2;-1;Primavera
2004;10;20;18,5;80,6;3,1;24,6;1453;99,5;352;11,5;1724;14,9;2338;54,6;1443;0;19,5;3;2;-1;Primavera
2004;10;21;20,2;75,3;3;27,2;1552;92,6;544;10;2009;14,6;453;52,1;1522;0;19,8;3;2;-1;Primavera
2004;10;22;22,3;79,2;0,9;29,1;1425;99,6;554;7;2050;15,6;525;53,1;1427;0;18,8;3;2;-1;Primavera
2004;10;23;21,6;91,1;0,8;26,8;1417;100;625;8,5;1542;18,1;544;63,5;1224;1,8;9,7;0;2;-1;Primavera
2004;10;24;21,6;94,2;0,8;25,9;1504;100;2358;8,5;1548;19,1;513;75,1;1456;1,8;10;0;2;-1;Primavera
2004;10;25;20,8;100;1,1;24,4;1508;100;1236;13;1655;19,3;2358;83,6;1517;39,5;5,4;0;2;-1;Primavera
2004;10;26;22,1;88,8;0,8;27,4;1447;100;20;7;2029;18,2;2358;63,5;1721;0;18,4;9;2;-1;Primavera
2004;10;27;20,7;86,1;1,6;27,2;1714;100;524;13;1927;15,9;442;51;1742;0;15,9;9;2;-1;Primavera
2004;10;28;18,6;76,6;2,4;25,5;1545;97,1;547;9,2;1712;13,5;544;49,7;1435;0;21,5;9;2;-1;Primavera
2004;10;29;21,1;77,8;1,2;30,4;1557;100;547;7,7;1934;11,6;543;47,2;1602;0;20,5;9;2;-1;Primavera
2004;10;30;24,1;74,7;0,6;33;1516;100;612;4,7;1126;15,6;539;39,7;1521;0;21,3;9;2;-1;Primavera
2004;10;31;25,5;71,1;1,6;32,7;1423;100;609;10;2024;18,6;602;35,9;1224;0;18,8;9;2;-1;Primavera
2004;11;1;22,6;84,8;1,7;28,5;1403;100;300;8,5;1834;18,6;413;61,2;1525;0;14,7;9;2;-1;Primavera
2004;11;2;23,7;83,1;0,7;30,6;1553;100;618;6,2;1442;18;526;55,7;1555;0;16,9;9;2;-1;Primavera
2004;11;3;26;74,9;1,1;33;1501;100;549;8,5;1010;18,3;514;43,3;1457;0;20,3;9;2;-1;Primavera
2004;11;4;23,9;85,5;1;28,3;1608;100;948;11,5;433;19,9;639;66,7;1609;4,9;13,3;0;2;-1;Primavera
2004;11;5;23,7;89,6;0,9;27,1;1654;100;552;9,2;1324;20,2;549;72,3;1036;0,3;10,8;0;2;-1;Primavera
2004;11;6;23,8;86,6;1,1;29,3;1511;100;200;10,7;1718;20,5;2359;50,5;1327;0,2;13,7;0;2;-1;Primavera
2004;11;7;19,5;83,7;3,3;22,5;1223;96,5;46;10;1338;16,9;2352;70;1522;0;9,8;4;2;-1;Primavera
2004;11;8;21,1;76,7;2,9;27,6;1442;95,8;516;9,2;1805;15,6;516;54,1;1436;0;22,3;4;2;-1;Primavera
2004;11;9;23,9;73;1,2;32,1;1543;98,3;524;8,5;2023;16,2;520;39,3;1534;0;22,9;4;2;-1;Primavera
2004;11;10;24,3;79,2;1,3;32,6;1403;100;554;10,7;1735;17,2;552;43,4;1550;0;16,5;4;2;-1;Primavera
2004;11;11;21;99;1,6;23,5;426;100;846;12,2;438;19,4;2158;78;424;13,7;5,7;0;2;-1;Primavera
2004;11;12;21,3;71,4;2,5;26,7;1435;100;107;12,2;1303;16,6;2357;34,3;1718;0,2;24,3;0;2;-1;Primavera
2004;11;13;20,7;71,6;1,5;27,7;1554;100;548;10;1922;13,4;546;38,3;1544;0;23,4;2;2;-1;Primavera
2004;11;14;21,9;74,1;1,8;29,2;1541;97,8;425;9,2;2013;14,8;426;45,2;1451;0;24;2;2;-1;Primavera
2004;11;15;21,1;91,4;0,8;28,7;1250;100;2309;7,7;1654;16,2;529;60,2;1244;39,5;13,9;0;2;-1;Primavera
2004;11;16;21;100;0,5;23,2;1128;100;505;6,2;1130;18,9;5;89;1131;10,2;5,8;0;2;-1;Primavera
2004;11;17;21,7;99,9;0,7;26,8;1309;100;213;8,5;1644;20;255;75,9;1311;10,6;8,4;0;2;-1;Primavera
2004;11;18;22,5;95,9;0,8;28,7;1340;100;317;6,2;2007;20,1;254;64,8;1341;2;14,5;0;2;-1;Primavera
2004;11;19;22,4;92,1;1;26,6;1135;100;407;7;1253;19,4;2356;67,4;1445;0,3;13,2;0;2;-1;Primavera
2004;11;20;21,7;79,1;1,9;28,2;1556;99,2;434;9,2;1958;16,5;2353;47,7;1634;0;20,6;8;2;-1;Primavera
2004;11;21;20,4;72,7;2,3;27,6;1547;100;540;10,7;2023;13,9;453;41,2;1638;0;23,7;8;2;-1;Primavera
2004;11;22;21,1;74;1,4;29,6;1451;97,3;527;8,5;2001;13,7;526;40,5;1609;0;22,7;8;2;-1;Primavera
2004;11;23;23,3;70,9;1,2;31,5;1551;100;541;8,5;2039;15,4;524;34,8;1427;0;25,6;8;2;-1;Primavera
2004;11;24;24,4;65,9;0,9;32,3;1533;100;543;5,5;954;15,9;536;32,4;1357;0;23,4;8;2;-1;Primavera
2004;11;25;25,6;59,2;0,8;33,6;1622;100;452;7;1406;16,6;504;23;1611;0;24;8;2;-1;Primavera
2004;11;26;26,4;62,9;0,8;33,7;1511;98,3;151;7,7;1349;18,2;542;31,3;1302;0;21,8;8;2;-1;Primavera
2004;11;27;26,3;70,7;1,2;32,4;1408;95,9;2355;9,2;1807;21,1;551;43,9;1617;0;19;8;2;-1;Primavera
2004;11;28;22,6;94,6;1,1;28,6;1515;100;2250;10;1721;20,2;2337;63,5;1517;22,6;10,9;0;2;-1;Primavera
2004;11;29;22,2;87,2;1,8;27,7;1440;100;0;10;2110;18,1;2355;58,3;1442;1;19,7;0;2;-1;Primavera
2004;11;30;21,8;75,4;1,9;28,4;1447;98,4;518;9,2;2000;16,3;422;42,5;1529;0;29,6;4;2;-1;Primavera
2004;12;1;22,2;76,5;2;29,8;1440;100;405;9,2;1839;15,9;433;43,2;1547;0;25,6;4;2;-1;Primavera
2004;12;2;22,8;76,2;2,2;29;1419;91,4;337;8,5;1946;18,5;337;49,5;1502;0;23,8;4;2;-1;Primavera
2004;12;3;21,1;93,2;0,6;25;1534;100;2356;5,5;1613;19;336;77,6;1552;0;11;4;2;-1;Primavera
2004;12;4;24,1;84,8;1,1;30,9;1613;100;536;10;1809;18,8;536;55,6;1351;6,1;22;0;2;-1;Primavera
2004;12;5;24,3;84,5;0,7;31,3;1348;100;611;9,2;1541;20,1;452;53,7;1431;3;22,9;0;2;-1;Primavera
2004;12;6;24,5;83,3;1,2;32,1;1257;100;639;10,7;1748;20,3;519;42;1246;0;21,6;2;2;-1;Primavera
2004;12;7;24,3;85,4;1;29,9;1606;100;423;5,5;1406;20,3;57;53,6;1613;0;16,5;2;2;-1;Primavera
2004;12;8;24,1;86,8;1,4;30,6;1452;100;453;12,2;1650;19,8;2359;54,9;1531;5,5;21,8;0;2;-1;Primavera
2004;12;9;22,1;94,8;1;28;1453;100;1759;16;1624;19,4;2038;67,2;1518;7;13,8;0;2;-1;Primavera
2004;12;10;21,8;89,5;1,1;26,1;1507;100;251;9,2;2022;18,7;435;68;1606;0;11,6;5;2;-1;Primavera
2004;12;11;20,9;81,9;2,4;26,2;1527;100;415;10;942;16,5;2355;56,4;1527;0;17,7;5;2;-1;Primavera
2004;12;12;20,9;79,9;1,6;27,9;1545;100;547;7,7;1855;15;537;46,4;1559;0;22,8;5;2;-1;Primavera
2004;12;13;22,3;68,7;1,1;29,3;1525;100;446;7,7;1251;15,2;444;32,3;1436;0;27,6;5;2;-1;Primavera
2004;12;14;23,6;63,6;1,4;31,5;1529;100;512;9,2;2030;15,1;527;27,9;1605;0;27,9;5;2;-1;Primavera
2004;12;15;24;77,7;0,7;32,5;1518;97,9;437;6,2;1226;16,6;436;45,3;1459;0,2;21,5;0;2;-1;Primavera
2004;12;16;24,3;82,7;1;32,6;1421;100;548;8,5;1553;18,7;541;50,1;1419;0;16,8;2;2;-1;Primavera
2004;12;17;24,5;82,1;1;30,8;1512;100;246;10,7;1956;19,9;2353;53,3;1510;0,1;17,7;2;2;-1;Primavera
2004;12;18;23,3;90,9;0,9;30,2;1427;100;643;9,2;1519;19,4;337;62,7;1451;2,3;18,3;0;2;-1;Primavera
2004;12;19;24;91,3;0,7;29;1151;100;629;7;1452;20,7;344;66,1;1501;0;16,5;1;2;-1;Primavera
2004;12;20;24,8;85,6;0,8;31,4;1622;100;2357;8,5;1232;20;2354;53,3;1712;12,9;19,5;0;2;-1;Primavera
2004;12;21;20,6;97,7;2,1;23,3;1705;100;148;7,7;726;18,5;2359;81,9;1735;23,9;8,6;0;2;-1;Primavera
2004;12;22;18,5;93,7;3,5;21,9;954;100;1930;10;933;16,5;1932;74,8;1013;5,5;9,5;0;2;-1;Verão
2004;12;23;20,2;91,8;1,5;24,8;1346;100;2233;8,5;6;16,3;401;72,8;1327;3;15,2;0;2;-1;Verão
2004;12;24;22,3;87,3;1,2;28,9;1646;100;716;7;1503;18,3;332;54,4;1720;0;18,8;1;2;-1;Verão
2004;12;25;23,9;84,7;0,8;31,3;1630;100;548;6,2;1149;17,2;518;51,7;1244;0,9;24,2;0;2;-1;Verão
2004;12;26;21,4;99,1;0,7;26,5;1241;100;1943;8,5;957;18,7;2204;73,2;1239;30,9;9,4;0;2;-1;Verão
2004;12;27;22;93;0,4;27,6;1630;100;501;4,7;1057;18,5;521;65,2;1630;0,1;13,5;5;2;-1;Verão
2004;12;28;24,3;78,9;1,1;30,3;1515;100;542;9,2;2033;19,1;536;39,4;1710;0;24,1;5;2;-1;Verão
2004;12;29;24,6;76,4;1,2;32,1;1558;100;517;8,5;2013;17;503;38,1;1337;0;27,2;5;2;-1;Verão
2004;12;30;25,5;74;0,7;33;1453;100;524;7;1536;17,7;509;39,6;1447;0;24,9;5;2;-1;Verão
2004;12;31;25,7;79;0,8;32,3;1438;100;514;7;1915;19,4;540;47,5;1440;0;21,3;5;2;-1;Verão
2005;1;1;25,3;76,4;0,9;32,9;1501;100;2024;13;1745;19,8;2231;40,4;1441;7,4;22,6;0;1;-1;Verão
2005;1;2;24,1;82,9;0,9;31,7;1501;100;556;7,7;1823;19,2;419;50,2;1345;0,3;25,1;0;1;-1;Verão
2005;1;3;22,4;92,8;0,6;30,1;1230;100;549;7;1417;18,3;542;58,2;1345;9,6;17,3;0;1;-1;Verão
2005;1;4;21,1;100;0,5;24,7;1504;100;546;6,2;1300;19,4;236;84,8;1507;30,7;9,5;0;1;-1;Verão
2005;1;5;23;96,5;1;27,5;1403;100;0;9,2;1426;20,2;245;75,4;1605;6,8;16,6;0;1;-1;Verão
2005;1;6;24,3;92,5;0,8;28,8;1531;100;1258;6,2;832;21,1;550;73;1635;10,6;19,2;0;1;-1;Verão
2005;1;7;25,1;89,9;1;31,9;1528;100;2348;7;1230;21,1;539;55,3;1513;4,3;24,8;0;1;-1;Verão
2005;1;8;25,6;88,5;1;32,1;1429;100;410;7,7;1606;20,8;355;54,6;1426;2,8;25,1;0;1;-1;Verão
2005;1;9;24,8;91,6;0,7;30,1;1614;100;544;6,2;1615;21;540;66,5;1725;30,4;19,4;0;1;-1;Verão
2005;1;10;25,7;88,5;1,2;31;1435;100;510;7,7;1757;22;519;61,8;1643;0;19,9;1;1;-1;Verão
2005;1;11;23,3;100;0,7;27;1321;100;2154;8,5;1345;21,7;1405;84,5;1322;28;9,4;0;1;-1;Verão
2005;1;12;23,9;89,3;2,4;29;1524;100;525;10,7;1630;19,7;2359;66,7;1525;0;15,2;5;1;-1;Verão
2005;1;13;23,8;82,2;1,3;30,1;1703;100;547;7,7;2149;17,8;538;55;1704;0;21,8;5;1;-1;Verão
2005;1;14;24,6;79,3;1,2;32,6;1550;100;505;7;19;17,8;541;48,6;1552;0;23,8;5;1;-1;Verão
